name,longitude,latitude
Cimaragas Hub,108.432057,-7.347316
Cihideung Hub,108.209971,-7.326094
Cihideung First Mile Hub,108.209971,-7.326094
Campaka Hub,107.143337,-7.005206
Campaka First Mile Hub,107.143337,-7.005206
Benda 7 First Mile Hub,106.673594,-6.146953
Batumandi Hub,115.422695,-2.383039
Banyuurip Hub,109.976891,-7.74832
Banjarbaru Selatan Hub,114.852334,-3.443392
Banjarbaru Selatan First Mile Hub,114.852334,-3.443392
Banjaran Majalengka Hub,108.3116,-6.973705
Banjaran Majalengka First Mile Hub,108.3116,-6.973705
Balikpapan Tengah First Mile Hub,116.840206,-1.260061
Babelan 5 First Mile Hub,107.040427,-6.154929
Adimulyo Hub,109.584366,-7.649037
Adimulyo First Mile Hub,109.584366,-7.649037
SPX Express Seller unifamofficial,106.991778,-6.094093
SPX Express Seller SOLIDSHOES,106.751806,-6.630182
Overflow Kenjeran First Mile Hub,112.779105,-7.22239
SPX Express Seller Eileen Grace Official Shop,106.976002,-6.197707
Virtual Wua-Wua DC,122.480386,-4.054892
Virtual Malang DC,112.72127,-7.953954
Pekalongan 2 DC,109.711813,-6.904702
Virtual Bekasi 3 DC,106.9757,-6.195316
SPX Express Seller Watsons Indonesia Official,106.5649,-6.208627
Pustaka Baru Press - Jogja,110.41131,-7.814908
SPX Express Seller DailyNook,106.831235,-6.223898
SPX Express Seller TnT Beauty Shop,106.769413,-6.15078
SPX Express Seller Madame Gie Beauty,106.786711,-6.185005
SPX Express Seller Implora Official Shop,106.779493,-6.230306
MH 1 Gumbasa Hub,119.946298,-1.227618
MH 1 Pulau Laut Timur Hub,116.215439,-3.441485
MH 2 Barabai Hub,115.372416,-2.57663
MH 1 Sungai Gelam 5 Hub,103.854114,-1.744842
MH 1 Kumpeh Hub,103.8875,-1.53875
MH 2 Muko Muko Bathin Hub,102.045753,-1.532213
MH 1 Muko Muko Bathin Hub,102.045753,-1.532213
MH 1 Sungai Mandau Hub,101.674442,0.836106
MH 1 Mandau 3 Hub,101.244722,1.247778
Transit Point Kosambi 2 DC,106.674994,-6.092116
Transit Point Kosambi DC,106.674994,-6.092297
Terara First Mile Hub,116.413889,-8.643056
Wonosalam 2 First Mile Hub,110.669944,-6.885699
Wewewa Barat Hub,119.24,-9.51075
Wates Way Ratai Hub,105.084531,-5.611231
Wagir First Mile Hub,112.60778,-8.020919
VII Koto Sungai Sarik Hub,100.182083,-0.578778
V Koto Kampung Dalam Hub,100.118444,-0.542194
Ulu Rawas Hub,102.463431,-2.723834
Tulang Bawang Udik Hub,105.07754,-4.606725
Tompobulu Kab. Bantaeng Hub,120.041839,-5.457269
Timpah 2 Hub,114.480354,-1.728629
Ternate Utara 2 Hub,127.385352,0.832442
Terara Hub,116.413889,-8.643056
Tenggilis Mejoyo First Mile Hub,112.744862,-7.325207
Teluk Dalam Asahan 2 Hub,99.666083,2.856972
Tegowanu First Mile Hub,110.618811,-7.05069
Tebet 2 Hub,106.85939,-6.230958
Tapin Tengah Hub,115.051889,-2.892998
Tanah Abang Penukal Hub,104.096363,-3.331064
Tampahan Hub,99.011254,2.297648
Tamansari 3 First Mile Hub,108.228306,-7.372667
Taman 2 Hub,112.685553,-7.347927
Tamalate 2 Hub,119.437024,-5.187399
Tamalate 2 First Mile Hub,119.437024,-5.187399
Sungai Raya Hulu Sungai Selatan Hub,115.231128,-2.824514
Sungai Raya Hulu Sungai Selatan First Mile Hub,115.231128,-2.824514
Sumber Jaya Hub,104.492618,-5.001463
Sumber Baru Hub,113.394305,-8.119301
Sumber Baru First Mile Hub,113.394305,-8.119301
Sukahaji Hub,108.283917,-6.816278
Sukahaji First Mile Hub,108.283917,-6.816278
Suboh Hub,113.731046,-7.746468
Suboh First Mile Hub,113.731046,-7.746468
Subah Hub,109.828639,-6.950944
placeholder (ga dipake),106.831235,-6.223898
Singaparna 2 Hub,108.104262,-7.351105
Simpenan Hub,106.592222,-7.094944
Semarang Barat Hub,110.398778,-6.98075
Seluma Selatan Hub,102.563516,-4.096114
Selabintana Sukabumi First Mile Hub,106.940623,-6.889045
Selabintana Sukabumi Hub,106.940623,-6.889045
Sekayu 2 Hub,103.839649,-2.874031
Sanggar Hub,118.318304,-8.389611
Sajoanging Hub,120.277687,-3.920011
Rote Barat Hub,122.830358,-10.882829
Renah Pamenang Hub,102.383945,-2.170112
Rawa Pitu Hub,105.56316,-4.3307
Rancasari 2 First Mile Hub,107.663409,-6.944375
Rambutan Hub,104.899756,-3.096163
Rajapolah First Mile Hub,108.181583,-7.217528
Purwokerto Utara Hub,109.23367,-7.407918
Purwokerto Utara First Mile Hub,109.23367,-7.407918
Prajekan Hub,113.975107,-7.804788
Prajekan First Mile Hub,113.975107,-7.804788
Prabumulih Selatan Hub,104.235334,-3.45821
Polombangkeng Selatan Hub,119.480611,-5.453944
Plumbon Hub,108.488694,-6.713028
Patrang 2 Hub,113.681848,-8.154369
Pasir Belengkong Hub,116.216909,-1.995573
Paseh 3 Hub,107.785687,-7.048891
Parbuluan Hub,98.408783,2.694951
Parado Hub,118.558167,-8.759917
Pancoran 4 First Mile Hub,106.844778,-6.255417
Pamulang 4 First Mile Hub,106.73902,-6.338454
Overflow Koja First Mile Hub,106.915026,-6.130558
Overflow Tandes First Mile Hub,112.681649,-7.251143
Overflow Penjaringan First Mile Hub,106.722528,-6.109583
Overflow Pakuhaji First Mile Hub,106.619001,-6.063146
Overflow Kota Tangerang First Mile Hub,106.629452,-6.212765
Overflow Kota Depok First Mile Hub,106.846412,-6.356954
Overflow Kebon Jeruk First Mile Hub,106.769065,-6.188875
Overflow Kebayoran Lama First Mile Hub,106.831235,-6.223898
Overflow Kalideres First Mile Hub,106.708891,-6.159443
Overflow Grogol (Solo) First Mile Hub,110.786861,-7.590774
Overflow Gempol Cirebon First Mile Hub,108.423401,-6.674652
Overflow Dayeuhkolot First Mile Hub,107.620514,-6.965572
Overflow Cimahi Tengah First Mile Hub,107.553194,-6.90275
Overflow Cibitung First Mile Hub,107.126887,-6.267674
Overflow Cengkareng First Mile Hub,106.756651,-6.155675
Overflow Buah Batu First Mile Hub,107.618688,-6.965562
Overflow Bogor Selatan First Mile Hub,106.799148,-6.611148
Nogosari Hub,110.75375,-7.447806
Nisam Antara Hub,96.955024,5.191255
Nagrak Sukabumi First Mile Hub,106.802306,-6.884278
Muara Sabak Timur 2 Hub,103.982314,-1.101548
Muara Dua 2 Hub,103.767408,-4.408074
Megamendung Hub,106.895639,-6.649972
Megamendung 2 First Mile Hub,106.896278,-6.650806
Masaran Hub,110.92202,-7.487309
Masaran First Mile Hub,110.921441,-7.487887
Margo Tabir Hub,102.343444,-1.885222
Marbau Hub,99.843878,2.271397
Mantikulore 2 Hub,119.9245,-0.910389
Manggis Hub,115.496584,-8.528861
Mamajang 2 Hub,119.412139,-5.167306
Malangbong 2 Hub,108.054609,-7.055754
Majalengka 3 Hub,108.201912,-6.827258
Lubuk Tarok Hub,100.99362,-0.739943
Luas Hub,103.293089,-4.710552
Loa Janan Ilir 2 Hub,117.136689,-0.526058
Likupang Timur Hub,125.064068,1.657888
Liang Anggang Hub,114.733315,-3.43226
Liang Anggang First Mile Hub,114.733315,-3.43226
Lembursitu First Mile Hub,106.892235,-6.959357
Lembo Hub,121.293015,-2.127166
Leles Hub,107.899786,-7.112145
Lasem First Mile Hub,111.448968,-6.708732
Lakarsantri 2 Hub,112.64082,-7.305656
Lakarsantri 2 First Mile Hub,112.64082,-7.305656
Labuapi Hub,116.122015,-8.627841
Kuranji 2 First Mile Hub,100.398022,-0.92846
Kunir First Mile Hub,113.175534,-8.207848
Kuala Ledong (Kualuh Leidong) 2 Hub,99.946507,2.716208
Kretek Hub,110.025504,-7.346591
Kramat Jati First Mile Hub,106.879732,-6.303421
Kertak Hanyar Hub,114.638755,-3.364159
Kertak Hanyar First Mile Hub,114.638755,-3.364159
Keritang 4 Hub,102.880222,-0.748361
Kepil Hub,110.004583,-7.510778
Kemayoran 3 Hub,106.849916,-6.166666
Kelapa Gading 4 Hub,106.911212,-6.181275
Kedung Hub,110.667987,-6.656981
Kota Kediri 2 First Mile Hub,112.02235,-7.812917
Kedaton 2 Hub,105.256398,-5.366484
Karangrejo Hub,111.888308,-8.023257
Karang Tengah Kab. Demak Hub,110.562882,-6.904498
Karang Tengah Kab. Demak First Mile Hub,110.562882,-6.904498
Karang Jaya Hub,102.774423,-2.884885
Kampar Kiri Tengah 2 Hub,101.270241,0.225511
Kalideres 31 First Mile Hub,106.689551,-6.132348
Kalideres 29 First Mile Hub,106.692257,-6.129948
Kadipaten Hub,108.145667,-7.127056
Jatiasih 9 Hub,106.955,-6.309399
Idi Timur Hub,97.803148,4.914255
Gunung Bintang Awai Hub,115.064944,-1.536222
Grabag Magelang First Mile Hub,110.32572,-7.37137
Garut 2 Hub,107.891789,-7.216239
Garut 2 First Mile Hub,107.891789,-7.216239
Gamping 3 Hub,110.290407,-7.80748
Gamping 3 First Mile Hub,110.290407,-7.80748
Binangun Kab. Cilacap First Mile Hub,109.312942,-7.694645
Cisarua Kab. Bandung Barat Hub,107.560445,-6.806971
Cisarua Kab. Bandung Barat First Mile Hub,107.560445,-6.806971
Cipedes First Mile Hub,108.225667,-7.319333
Ciomas 5 Hub,106.770528,-6.604
Cineam Hub,108.355673,-7.392333
Cineam First Mile Hub,108.355673,-7.392333
Cimanggu 2 Hub,108.842185,-7.356126
Cimanggu 2 First Mile Hub,108.842185,-7.356126
Cimahi Utara 2 Hub,107.543684,-6.863064
Cikidang First Mile Hub,106.683633,-6.868324
Cikarang Utara 3 Hub,107.146753,-6.269657
Cikarang Barat 3 First Mile Hub,107.132651,-6.266398
Cihara Hub,106.091028,-6.867194
Cidaun 2 Hub,107.338528,-7.449306
Cidaun 2 First Mile Hub,107.338528,-7.449306
Cibinong Cianjur 2 Hub,107.124417,-7.294389
Cibatu 2 Hub,107.521488,-6.494366
Cengkareng 38 First Mile Hub,106.724331,-6.178579
Buduran 2 Hub,112.682807,-7.44305
Brebes 2 Hub,109.038444,-6.920111
Bonang First Mile Hub,110.599706,-6.834569
Bojongsoang 2 First Mile Hub,107.673776,-6.976778
Bogor Barat 4 Hub,106.831235,-6.223898
Bengkalis 4 Hub,102.32035,1.438903
Belitang III Hub,104.720046,-4.13297
Beduai (Beduwai) Hub,110.391447,0.706025
Baturiti 5 Hub,115.186895,-8.333298
Batik Nau Hub,101.974457,-3.481502
Banuhampu 2 Hub,100.36,-0.340917
Banuhampu 2 First Mile Hub,100.36,-0.340917
Balongbendo 2 First Mile Hub,112.545487,-7.418882
Arjawinangun 3 First Mile Hub,108.416471,-6.661863
HAMMERINDO - Cileungsi,106.97698,-6.367334
HAMMERINDO - Kosambi,106.684287,-6.097364
SPX Express Seller Pinmood,98.688168,3.552058
SPX Express Seller Z a n o O hijab,107.823397,-7.004624
SPX Express Seller triguna jaya sentosa trifinity,106.593479,-6.171777
SPX Express Seller VitaminDiskon Official Shop,106.782823,-6.123269
SPX Express Seller Grosir Perabot RT,106.934797,-6.110871
SPX Express Seller Sinar Abadi Sanjaya,112.64025,-7.198887
SPX Express Seller SF.Hijab official,107.84849,-6.991562
SPX Express Seller Pusat Mukena Hijab Tasikmalaya,108.133064,-7.345496
SPX Express Seller copitte.shop,106.621699,-6.071157
SPX Express Seller jtkids,106.783529,-6.151451
SPX Express Seller iren grosir,108.386732,-6.595416
SPX Express Seller Bunga.Redhin,107.691298,-6.90169
SPX Express Seller goodbaby indonesia,106.652156,-6.16015
SPX Express Seller kakhaofficial,106.824039,-6.327176
SPX Express Seller MATIC KING MOTOR Official Store,106.607327,-6.200476
SPX Express Seller Unicharm Official Shop,106.831235,-6.223898
SPX Express Seller Panglima Onderdil,107.578957,-6.955904
SPX Express Seller Purbasari Official Store,106.774806,-6.263944
SPX Express Seller unicharmauthorizedjawatengah,110.382124,-6.997066
SPX Express Seller MyOrganik Official Store,106.743424,-6.37381
SPX Express Seller CQCTOKO,106.732361,-6.140417
SPX Express Seller Kamifa Official Store,107.529753,-7.029754
SPX Express Seller BENUAACELL1,106.914483,-6.302211
SPX Express Seller Octarine Official Store,106.831235,-6.223898
SPX Express Seller REALMEN,106.831235,-6.223898
SPX Express Seller CLASS FANTASSTIX,108.401954,-6.642535
SPX Express Seller Hanyou,106.836087,-6.43945
SPX Express Seller Madame Gie Official Shop,106.78657,-6.1847
SPX Express Seller Smallsun,106.971922,-6.406909
SPX Express Seller tokolobo,106.774805,-6.153409
SPX Express Seller Animate Official Shop,106.657888,-6.375488
SPX Express Seller Brighty Official Shop,106.979884,-6.308001
DM Tasikmalaya DC,108.188431,-7.290029
DM Sulawesi DC,124.914579,1.475378
DM Mantikulore DC,119.88438,-0.81017
DM Kalimantan DC,109.958411,-1.794426
DM Palangka Raya DC,113.947093,-2.275679
DM Balikpapan DC,116.934534,-1.24963
DM Jambi DC,103.624539,-1.685195
DM Prabumulih DC,104.272205,-3.387572
DM Lubuk Linggau DC,102.924339,-3.273268
DM Bengkulu DC,102.327808,-3.843779
DM Sumbagsel DC,106.142636,-2.103778
DM Dumai DC,101.398162,1.593366
DM Padang DC,100.397331,-0.974582
DM Sumbagut DC,104.033294,1.108736
DM Siborong-Borong DC,98.964521,2.118729
DM Aceh DC,95.270377,5.525917
Mantikulore 2 DC,119.8756,-0.7859
Malang 2 DC,112.723976,-7.953722
Purbalingga DC,109.351256,-7.376843
Cirebon 2 DC,108.558492,-6.741148
Semarang 4 DC,110.33997,-6.98358
Rancaekek 2 DC,107.794974,-6.964108
Shopee Food - Cilandak,106.814284,-6.304365
Shopee Food - Pramuka,107.000645,-6.239761
Shopee Food - Cikokol,106.630968,-6.19386
Shopee Food - Bogor,106.796562,-6.573209
Shopee Food - Leuwinutug,106.863564,-6.513299
Otani Paper - Tanjung Priok,106.8114,-6.140813
Otani Paper - Jatiwulung,106.5695,-6.200628
4PL SAPX Express,113.486047,-7.152237
MH 2 Sungai Melayu Rayak Hub,110.310548,-1.819402
MH 1 Bunta Hub,122.14156,-0.929938
MH 2 Tayan Hilir Hub,110.040027,0.02936
MH 1 Pemahan Hub,110.537506,-1.682909
MH 1 Teupah Barat Hub,96.092471,2.660739
Wonoayu 2 First Mile Hub,112.64384,-7.432824
Widodaren First Mile Hub,111.223525,-7.401537
Wanaraja First Mile Hub,107.976722,-7.18225
Talang 2 First Mile Hub,109.148637,-6.897634
Sobo First Mile Hub,114.360223,-8.23658
Siantan 3 Hub,106.228083,3.223056
Salawu First Mile Hub,108.032676,-7.37558
Percut Sei Tuan 3 Hub,98.739545,3.606057
Pedurungan 8 First Mile Hub,110.489091,-7.026173
Patimuan Hub,108.771744,-7.568726
Patimuan First Mile Hub,108.771744,-7.568726
Panji First Mile Hub,114.034304,-7.68727
Panai Hilir Hub,100.14448,2.568126
Pamulang 2 First Mile Hub,106.753333,-6.351555
Omben Hub,113.319902,-7.118034
Ngaliyan 2 First Mile Hub,110.337904,-7.00805
Mrebet First Mile Hub,109.357561,-7.323239
Melaya Hub,114.516327,-8.302279
Lowokwaru 2 First Mile Hub,112.627726,-7.929371
Lengkong Kota Bandung Hub,107.618863,-6.925185
Lawang Kidul Hub,103.7955,-3.789117
Kedung Banteng Hub,109.218644,-7.395985
Kedung Banteng First Mile Hub,109.218644,-7.395985
Kasimbar Hub,120.034554,-0.103691
Karang Tengah 2 First Mile Hub,106.708209,-6.218566
Gemarang Hub,111.74255,-7.601385
Gambiran First Mile Hub,114.161007,-8.399428
Ciemas 3 Hub,106.515388,-7.237974
Cibungbulang 2 First Mile Hub,106.647972,-6.574694
Cibinong Bogor 7 First Mile Hub,106.841881,-6.506381
Candi 2 Hub,112.712722,-7.486194
Candi 2 First Mile Hub,112.712722,-7.486194
Cakung 12 Hub,106.91003,-6.198267
Cakung 12 First Mile Hub,106.91003,-6.198267
Asemrowo 5 First Mile Hub,112.702812,-7.254344
Sumobito First Mile Hub,112.343306,-7.529361
Sumberasih First Mile Hub,113.162842,-7.749109
Panekan First Mile Hub,111.299972,-7.631
Ngaglik 3 First Mile Hub,110.382712,-7.731124
Marga Tiga First Mile Hub,105.543397,-5.186677
Lahat 3 First Mile Hub,103.568452,-3.76398
Karanglewas First Mile Hub,109.189194,-7.4175
Gumelar 2 First Mile Hub,108.982394,-7.388555
Bangun Purba Kab. Deli Serdang First Mile Hub,98.838658,3.404356
Teluk Sebong Hub,104.355096,1.106376
Raba Hub,118.766407,-8.471466
DM Malang DC,112.71821,-7.953876
Tigaraksa 4 Hub,106.472851,-6.294004
Pekalongan Barat 2 Hub,109.668163,-6.898986
Cengkareng 13 Hub,106.764445,-6.144439
Talang Kelapa 2 Hub,104.622917,-2.915025
Kuranji 2 Hub,100.398022,-0.92846
Bulakamba 2 Hub,108.992139,-6.874553
Binangun Kab. Cilacap Hub,109.312942,-7.694875
Watumalang Hub,109.858283,-7.325008
Gedangan Malang 2 Hub,112.658471,-8.302186
Plemahan Hub,112.147249,-7.671639
Lengkiti Hub,104.091316,-4.324528
Talang 2 Hub,109.148637,-6.897634
Muara Pinang Hub,103.035959,-3.836917
Tepus Hub,110.641944,-8.125278
Sukosari Hub,113.966083,-7.946194
Silih Nara 2 Hub,96.706696,4.629192
Duo Koto (II Koto) Hub,99.93847,0.35411
Putussibau Selatan Hub,112.922917,0.845417
Lingga Utara Hub,104.585257,-0.050703
Galing 2 Hub,109.325667,1.478056
Bumi Raya Hub,121.740056,-2.225722
Bengalon 2 Hub,117.554103,0.742618
Junrejo Hub,112.577585,-7.90653
Semidang Alas Hub,102.800783,-4.244465
Payung Hub,106.143464,-2.588944
Langgudu Utara Selatan Hub,118.799436,-8.701798
Seruyan Hilir Timur Hub,112.580922,-3.367004
Aek Kuo Hub,99.81986,2.312541
Jambi 3 Hub,103.655805,-1.633357
Jatiuwung 2 Hub,106.554877,-6.197059
Pamulang Hub,106.736496,-6.320673
Medan Satria 2 Hub,106.985502,-6.231452
Tanjung Riau Hub,106.831235,-6.223898
Purwonegoro Hub,109.598187,-7.411055
Gambiran Hub,114.161007,-8.399428
Mantingan Hub,111.183806,-7.370611
Kateman 2 Hub,103.605314,0.312198
Mustika Jaya 2 Hub,107.01411,-6.279569
Cibitung 3 Hub,107.086295,-6.257283
Wanaraja Hub,107.976722,-7.18225
Cikeusal Hub,106.206278,-6.209167
Grabag Magelang Hub,110.32572,-7.37137
Pesanggrahan 3 Hub,106.752222,-6.23675
Mrebet Hub,109.357561,-7.323239
Sukaresmi Kab. Cianjur Hub,107.084079,-6.733003
Wonosalam 2 Hub,110.669944,-6.885699
Salawu Hub,108.032676,-7.37558
Tanralili Hub,119.600045,-5.107816
Umbu Ratu Nggay Barat Hub,119.603194,-9.605361
Susukan Kab. Banjarnegara Hub,109.471206,-7.450879
Pusakanagara Hub,107.872173,-6.283541
Pammana Hub,120.041325,-4.182361
Manis Mata 2 Hub,110.932056,-2.365444
Kandis 2 Hub,101.379306,0.922028
Kahayan Tengah Hub,113.957528,-1.817583
Gandus 3 Hub,104.666694,-2.994056
Tejakula Hub,115.363212,-8.134595
Galang 2 Hub,120.803504,1.091013
Baamang 3 Hub,112.965611,-2.494917
Wonoayu 2 Hub,112.643965,-7.432675
Sibolangit Hub,98.545047,3.265386
Toili 2 Hub,122.373083,-1.419563
Jongkat Hub,109.214917,0.055056
Talang Empat Hub,102.356503,-3.791704
Marang Kayu Hub,117.431944,-0.1195
Nambo Hub,122.743651,-1.069117
Cakung 14 Hub,106.904848,-6.201587
Lahat 3 Hub,103.568452,-3.76398
Panekan Hub,111.299972,-7.631
Sukatani 2 Hub,107.408225,-6.613348
Cicurug 2 Hub,106.779952,-6.776045
Gumelar 2 Hub,108.982394,-7.388555
Marga Tiga Hub,105.543397,-5.186677
Cina Hub,120.291133,-4.679831
Tanete Riattang Timur Hub,120.337056,-4.568528
Pakong Hub,113.567472,-7.044038
Banjarbaru Utara 2 Hub,114.847868,-3.433245
Pedurungan 8 Hub,110.489091,-7.026173
Bandar Baru Hub,96.08763,5.259092
Maro Sebo Hub,103.633007,-1.487726
Cempaga Hulu 2 Hub,113.084361,-1.965282
Wagir Hub,112.60778,-8.020919
Palipi Hub,98.784283,2.506062
Bangun Purba Kab. Deli Serdang Hub,98.838658,3.404356
Ngambur Hub,104.113412,-5.439883
Tugumulyo Hub,102.972944,-3.179222
Kawalu DC,108.2158,-7.362257
MH 1 Madidir Hub,125.19855,1.449365
MH 1 Sekadau Hilir 3 Hub,110.889861,0.020898
MH 1 Langowan Utara Hub,124.79061,1.199018
DM Mataram DC,116.125107,-8.632521
DM Pontianak DC,109.385609,-0.058303
DM Medan DC,98.762442,3.526575
DM Pekanbaru DC,101.406923,0.594743
DM Lampung DC,105.301766,-5.416155
DM Palembang DC,104.769621,-2.916695
DM Denpasar DC,115.298586,-8.623112
Baturaja Timur 2 First Mile Hub,104.179022,-4.140356
Ilir Timur III First Mile Hub,104.735977,-2.956078
Telukbetung Selatan First Mile Hub,105.309245,-5.445832
Tunjungan First Mile Hub,111.369124,-6.966512
Gedong Tataan 2 Hub,105.204676,-5.387915
Jagakarsa 2 Hub,106.832241,-6.320979
Baturaja Timur 2 Hub,104.179022,-4.140356
Wara Utara Hub,120.199139,-2.986515
2 X 11 Enam Lingkung Hub,100.2765,-0.565194
Puger Hub,113.471634,-8.371979
Tunjungan Hub,111.369124,-6.966512
Virtual Cinambo DC,107.693737,-6.932646
Virtual Pekalongan DC,109.640612,-6.890203
MH 3 Mepanga Hub,120.722722,0.535778
MH 2 Weda Tengah Hub,127.904664,0.47693
MH 2 Sipoholon Hub,98.96075,2.111
MH 2 Maliku Hub,114.12504,-2.971439
MH 2 Cisurupan Hub,107.793587,-7.313586
MH 1 Weda Tengah Hub,127.904664,0.47693
MH 1 Ulok Kupai Hub,101.825306,-3.202444
MH 1 Tukak Sadai Hub,106.688184,-3.021688
MH 1 Toho Hub,109.205699,0.399613
MH 1 Tebo Ulu Hub,102.247139,-1.247128
MH 1 Tebo Tengah Hub,102.423304,-1.463258
MH 1 Tanjung Kemuning Hub,103.184,-4.607278
MH 1 Sungai Sembilan Hub,101.3356,1.778859
MH 1 Sipoholon Hub,98.96075,2.111
MH 1 Salak Hub,98.324502,2.55237
MH 1 Pangkalan Lada Hub,111.776073,-2.506322
MH 1 Pamona Puselemba Hub,120.633167,-1.762056
MH 1 Jaya Baru Hub,95.29734,5.196244
MH 1 Cisurupan Hub,107.793587,-7.313586
MH 1 Airmadidi Hub,124.98336,1.424057
Dumai DC,101.398162,1.593366
SPX Express Seller lola.market,106.709295,-6.136121
SPX Express Seller tempostore,106.872231,-6.245256
SPX Express Seller Guardian Official Shop,107.092811,-6.277131
MH 3 Kabuh Hub,112.708032,-7.23985
MH 2 Kabuh Hub,112.215846,-7.401032
MH 1 Kabuh Hub,112.309336,-7.431632
Tengah Ilir Hub,102.663277,-1.468584
Telukbetung Selatan Hub,105.309245,-5.445832
Tellu Limpoe Hub,119.812333,-3.997694
Tarumajaya 2 Hub,106.990731,-6.15324
Tanjung Karang Barat 2 Hub,105.24279,-5.391212
Tanah Abang 7 Hub,106.805345,-6.174534
Sumay Hub,102.418686,-1.380317
Sukaraja Tasikmalaya First Mile Hub,108.195306,-7.465728
Sukaraja 3 Hub,106.808938,-6.530246
Sibabangun Hub,98.946611,1.515944
Semende Darat Ulu Hub,103.564514,-4.181856
Sei Binge (Bingai) Hub,98.475231,3.520344
Rancabali Hub,107.421917,-7.125333
Rancabali First Mile Hub,107.421917,-7.125333
Proppo Hub,113.438375,-7.136602
Pragaan Hub,113.653417,-7.112667
Pondok Aren 5 First Mile Hub,106.685333,-6.261806
Peusangan Hub,96.77625,5.198958
Petarukan Hub,109.460815,-6.895641
Petarukan First Mile Hub,109.460815,-6.895641
Penjaringan 27 Hub,106.78697,-6.127848
Pecangaan 5 Hub,110.709722,-6.678722
Pakis Malang First Mile Hub,112.706268,-7.954649
Pagar Dewa Hub,104.365194,-4.961361
Padang Cermin 2 Hub,100.883267,-1.24947
Nyalindung Hub,106.953601,-7.018462
Ngasem 3 Hub,112.054004,-7.826855
Ngasem 3 First Mile Hub,112.054004,-7.826855
Muara Dua Kota Lhokseumawe Hub,97.132889,5.170472
Muara Dua Kota Lhokseumawe First Mile Hub,97.132889,5.170472
Medan Denai First Mile Hub,98.710802,3.568346
Margoyoso 2 Hub,111.052313,-6.596263
Margoyoso 2 First Mile Hub,111.052313,-6.596263
Margaasih 5 First Mile Hub,107.553889,-6.948833
Lais Kab. Musi Banyuasin 2 Hub,104.108222,-2.865889
Kubu Karangasem Hub,115.543071,-8.226469
Kronjo Hub,106.420397,-6.079447
Kertasemaya Hub,108.352819,-6.532086
Kertasemaya First Mile Hub,108.352819,-6.532086
Kertapati First Mile Hub,104.740309,-3.049392
Kersamanah Hub,108.009984,-7.055749
Kenjeran 5 Hub,112.769833,-7.232944
Kenjeran 5 First Mile Hub,112.769833,-7.232944
Kemlagi Hub,112.404694,-7.40025
Kemlagi First Mile Hub,112.404694,-7.40025
Karanglewas Hub,109.189194,-7.4175
Kalinyamatan 2 First Mile Hub,110.735341,-6.719752
Kalijati Hub,107.667194,-6.516333
Kedungwuni 4 Hub,109.639381,-6.952105
Ilir Timur II First Mile Hub,104.787693,-2.968146
Grogol Sukoharjo Hub,110.807174,-7.611277
Gondokusuman Hub,110.378972,-7.793889
Gondokusuman First Mile Hub,110.378972,-7.793889
Gajah Mungkur Hub,110.414315,-7.030167
Gajah Mungkur First Mile Hub,110.414315,-7.030167
Dlingo Hub,110.468738,-7.925082
Dlingo First Mile Hub,110.461112,-7.923
Cimahi Selatan Hub,107.540096,-6.902959
Cileungsi 3 Hub,107.025218,-6.416966
Cikarang Timur First Mile Hub,107.192472,-6.303833
Cikalong Hub,108.18309,-7.74499
Cijaku Hub,106.05392,-6.707469
Cibungbulang First Mile Hub,106.645669,-6.575278
Cibinong Bogor 7 Hub,106.841881,-6.506381
Cibalong Hub,108.181886,-7.514459
Cengkareng 15 Hub,106.739417,-6.153219
Cengkareng 36 Hub,106.7665,-6.147528
Candipuro Lampung Hub,105.573806,-5.53825
Bumi Agung Hub,104.453917,-4.329139
Bongas Hub,108.03238,-6.38144
Bogor Tengah First Mile Hub,106.787954,-6.584515
Batang Toru 3 Hub,99.032833,1.486694
Batang Batang Hub,114.005485,-6.950514
Balikpapan Timur 2 Hub,116.947639,-1.239694
Babelan 6 First Mile Hub,107.045694,-6.165444
Astambul First Mile Hub,114.940358,-3.352503
Asemrowo 3 Hub,112.708032,-7.23985
SPX Express Seller chiniago,106.760868,-6.130831
SPX Express Seller benuaacell,106.772273,-6.134882
SPX Express Seller cottonstuffy,106.830234,-6.22592
SPX Express Seller poliniofficialshop,106.802637,-6.149354
SPX Express Seller leisurera,106.976218,-6.307185
SPX Express Seller lynzzbutik,106.832231,-6.483767
SPX Express Seller watchbrands,106.847043,-6.271461
SPX Express Seller ibuunderwearshop,106.831235,-6.223898
SPX Express Seller coco_market,106.887713,-6.143532
SPX Express Seller kuke_store,106.698423,-6.109211
SPX Express Seller indoberkah88,106.708175,-6.120089
SPX Express Seller storyofmu,106.724368,-6.170086
SPX Express Seller lbagstore,106.83613,-6.439535
SPX Express Seller u.needtools,106.680682,-6.080789
SPX Express Seller clodistore,106.829772,-6.419123
SPX Express Seller mlendiary.official.id,106.497597,-6.269385
SPX Express Seller whitelab,106.819919,-6.126724
SPX Express Seller najmiabeautyofficial,110.48392,-7.006557
Cileungsi DC,106.98,-6.367635
SPX Express Seller palamela.id,106.614702,-6.073813
MH 2 Lolak Hub,124.134175,0.925833
MH 1 Lolak Hub,123.835542,0.830685
DM Banjarmasin DC,114.677221,-3.447581
DM Makassar DC,119.511818,-5.071999
DM Semarang DC,110.345664,-7.016873
